id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;country;time_zone;is_city;is_main_station;is_airport;is_suggestable;country_hint;main_station_hint;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;distribusion_id;distribusion_is_enabled;flixbus_id;flixbus_is_enabled;cff_id;cff_is_enabled;leoexpress_id;leoexpress_is_enabled;obb_id;obb_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;westbahn_id;westbahn_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nb;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh;normalised_code
2766;Laval-de-Cère;laval-de-cere;8759479;87594796;44.9512118;1.9317113;;FR;Europe/Paris;f;f;f;t;f;f;FRFKN;LLC;t;;f;8703674;f;;f;;f;;f;;f;;f;8703674;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2766
2767;Masseret;masseret;8759482;87594820;45.536175;1.5415396;4798;FR;Europe/Paris;f;t;f;t;f;f;FRFKP;MST;t;;f;8701613;f;;f;;f;;f;;f;;f;8701613;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Масре;;;马瑟雷;urn:trainline:public:nloc:csv2767
2768;St-Rémy;st-remy;8759485;87594853;45.650490869158716;2.266278862953186;;FR;Europe/Paris;f;f;f;t;f;f;FRFKS;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2768
2769;St-Pardoux-le-Vieux;st-pardoux-le-vieux;8759486;87594861;45.6166670000;2.2833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFKT;;t;;f;8704424;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2769
2770;Montureux;montureux;8718554;87185546;47.8166670000;5.9833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFKU;;t;;f;8701620;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2770
2771;Le Mas-d’Artige;le-mas-dartige;8759489;87594895;45.733591;2.194123;;FR;Europe/Paris;f;f;f;t;f;f;FRFKW;;t;;f;8703933;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2771
2772;Thiviers;thiviers;8759512;87595124;45.418965;0.921348;;FR;Europe/Paris;f;f;f;t;f;f;FRFKX;TIV;t;;f;8702104;f;;f;;f;;f;;f;;f;8702104;f;;f;;f;;;;f;;f;8700463;f;;f;FRFKX;f;;f;f;;;;;;;;;;;;;;;;;;;蒂维耶尔;urn:trainline:public:nloc:csv2772
2773;Négrondes;negrondes;8759513;87595132;45.3460288;0.8611999;;FR;Europe/Paris;f;f;f;t;f;f;FRFKY;NEG;t;;f;8704091;f;;f;;f;;f;;f;;f;8704091;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;内格龙代;urn:trainline:public:nloc:csv2773
2774;Château-l’Évêque;chateau-leveque;8759516;87595165;45.2445887;0.6882106;;FR;Europe/Paris;f;f;f;t;f;f;FRFLA;CEQ;t;;f;8703057;f;;f;;f;;f;;f;;f;8703057;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;沙托莱韦屈埃;urn:trainline:public:nloc:csv2774
2775;Marsac (Dordogne);marsac-dordogne;8759520;87595207;45.1860541;0.6626174;;FR;Europe/Paris;f;f;f;t;f;f;FRFLB;MRA;t;;f;8703922;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2775
2776;Fontenay-le-Comte;fontenay-le-comte;9909012;;46.3666670000;-0.7333330000;;FR;Europe/Paris;t;f;f;f;f;f;FRFLC;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;フォントネー＝ル＝コント;;;;Фонтене-ле-Конт;;;丰特奈勒孔特;urn:trainline:public:nloc:csv2776
2777;La Cave;la-cave;8759521;87595215;45.1839595;0.628305;;FR;Europe/Paris;f;f;f;t;f;f;FRFLD;WCA;t;;f;8703548;f;;f;;f;;f;;f;;f;8703548;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2777
2778;Razac;razac;8759522;87595223;45.1659287;0.5992849;;FR;Europe/Paris;f;f;f;t;f;f;FRFLE;RZA;t;;f;8704346;f;;f;;f;;f;;f;;f;8704346;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2778
2779;St-Astier;st-astier;8759524;87595249;45.139027;0.522808;;FR;Europe/Paris;f;f;f;t;f;f;FRFLF;STK;t;;f;8700635;f;;f;;f;;f;;f;;f;8700635;f;;f;;f;;;;f;;f;8700321;f;;f;FRFLF;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2779
2780;St-Léon-sur-l’Isle;st-leon-sur-lisle;8759526;87595264;45.1233004;0.4923106;;FR;Europe/Paris;f;f;f;t;f;f;FRFLG;XLI;t;;f;8704601;f;;f;;f;;f;;f;;f;8704601;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2780
2781;Neuvic;neuvic;8759527;87595272;45.0999632;0.4450162;;FR;Europe/Paris;f;f;f;t;f;f;FRFLH;NVC;t;;f;8704102;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2781
2782;Douzillac;douzillac;8759528;87595280;45.0794691;0.4173893;;FR;Europe/Paris;f;f;f;t;f;f;FRFLI;DUZ;t;;f;8703241;f;;f;;f;;f;;f;;f;8703241;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;杜齐拉克;urn:trainline:public:nloc:csv2782
2783;Mussidan;mussidan;8759529;87595298;45.034329;0.354071;;FR;Europe/Paris;f;f;f;t;f;f;FRFLJ;MUS;t;;f;8700183;f;;f;;f;;f;;f;;f;8700183;f;;f;;f;;;;f;;f;8700464;f;;f;FRFLJ;f;;f;f;;;;;;;;;;;;;;;;Мюсидан;;;米西当;urn:trainline:public:nloc:csv2783
2784;Montpon-Ménestérol;montpon-menesterol;8759532;87595322;45.006326;0.159328;;FR;Europe/Paris;f;f;f;t;f;f;FRFLL;MPI;t;;f;8701574;f;;f;;f;;f;;f;;f;8701574;f;;f;;f;;;;f;;f;8700320;f;;f;FRFLL;f;;f;f;;;;;;;;;;;;;;;;Монпон-Менестероль;;;蒙特蓬梅内斯泰罗;urn:trainline:public:nloc:csv2784
2785;St-Étienne-de-Fontbellon;st-etienne-de-fontbellon;8733707;87337071;44.6000000000;4.3833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFLN;;t;;f;8705238;f;;f;;f;;f;;f;;f;8705238;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2785
2786;Périgueux St-Georges;perigueux-st-georges;8759550;87595504;45.1783328;0.7336349;4957;FR;Europe/Paris;f;f;f;t;f;f;FRFLO;PSG;t;;f;8704201;f;;f;;f;;f;;f;;f;8704201;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2786
2787;St-Pierre-de-Chignac;st-pierre-de-chignac;8759552;87595520;45.1234881;0.856103;;FR;Europe/Paris;f;f;f;t;f;f;FRFLP;XPH;t;;f;8704636;f;;f;;f;;f;;f;;f;8704636;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Сен-Пьер-де-Шиньяк;;;圣皮耶尔德希尼亚克;urn:trainline:public:nloc:csv2787
2788;Milhac-d’Auberoche;milhac-dauberoche;8759553;87595538;45.1290571;0.9180406;;FR;Europe/Paris;f;f;f;t;f;f;FRFLQ;MCB;t;;f;8703992;f;;f;;f;;f;;f;;f;8703992;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;米亚克多伯罗克;urn:trainline:public:nloc:csv2788
2789;Flère-la-Rivière;flere-la-riviere;8721668;87216689;47.0166670000;1.1000000000;;FR;Europe/Paris;f;f;f;t;f;f;FRFLR;;t;;f;8705196;f;;f;;f;;f;;f;;f;8705196;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Флере-ла-Ривьер;;;弗莱雷拉里维埃;urn:trainline:public:nloc:csv2789
2790;Flers;flers;8744800;87448001;48.744785;-0.573216;;FR;Europe/Paris;f;f;f;t;f;f;FRFLS;FLS;t;;f;8700217;f;;f;;f;;f;;f;;f;8700217;f;;f;;f;;;;f;;f;8700753;f;;f;FRFLS;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2790
2791;Limeyrat;limeyrat;8759555;87595553;45.1562615;0.9776842;;FR;Europe/Paris;f;f;f;t;f;f;FRFLT;LIF;t;;f;8703807;f;;f;;f;;f;;f;;f;8703807;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Лимера;;;;urn:trainline:public:nloc:csv2791
2792;Thenon;thenon;8759557;87595579;45.1601857;1.0686905;;FR;Europe/Paris;f;f;f;t;f;f;FRFLU;THN;t;;f;8704709;f;;f;;f;;f;;f;;f;8704709;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Тенон;;;唐翁;urn:trainline:public:nloc:csv2792
2793;Flaviac;flaviac;8733699;;44.7500000000;4.6833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFLV;;t;;f;8705239;f;;f;;f;;f;;f;;f;8705239;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2793
2794;La Bachellerie;la-bachellerie;8759559;87595595;45.1511154;1.1601301;;FR;Europe/Paris;f;f;f;t;f;f;FRFLW;BHJ;t;;f;8703537;f;;f;;f;;f;;f;;f;8703537;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2794
2795;Les Versannes;les-versannes;8759570;87595702;45.088775;0.8574682;;FR;Europe/Paris;f;f;f;t;f;f;FRFLX;VSJ;t;;f;8703790;f;;f;;f;;f;;f;;f;8703790;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2795
2796;Mauzens-Miremont;mauzens-miremont;8759572;87595728;44.9768912;0.9571897;;FR;Europe/Paris;f;f;f;t;f;f;FRFLZ;MZX;t;;f;8703955;f;;f;;f;;f;;f;;f;8703955;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2796
2797;Les Eyzies;les-eyzies;8759573;87595736;44.9411916;1.0081942;;FR;Europe/Paris;f;f;f;t;f;f;FRFMA;EYZ;t;;f;8703767;f;;f;;f;;f;;f;;f;8703767;f;;f;;f;;;;f;;f;8700652;f;;f;FRFMA;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2797
2798;Le Bugue;le-bugue;8759574;87595744;44.9056892;0.942795;;FR;Europe/Paris;f;f;f;t;f;f;FRFMB;BDG;t;;f;8703692;f;;f;;f;;f;;f;;f;8703692;f;;f;;f;;;;f;;f;8700653;f;;f;FRFMB;f;;f;f;;;;;;;;;;;;;;;;Ле-Бюг;;;勒比盖;urn:trainline:public:nloc:csv2798
2799;St-Cyprien-en-Dordogne;st-cyprien-en-dordogne;8759577;87595777;44.8632733;1.0434666;;FR;Europe/Paris;f;f;f;t;f;f;FRFMC;SCQ;t;;f;8704407;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2799
2801;Vezac;vezac;8759581;;44.833492904452555;1.1645561456680298;;FR;Europe/Paris;f;f;f;t;f;f;FRFME;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2801
2802;Belves;belves;8759587;87595876;44.7773978;1.0118831;;FR;Europe/Paris;f;f;f;t;f;f;FRFMF;BES;t;;f;8702809;f;;f;;f;;f;;f;;f;8702809;f;;f;;f;;;;f;;f;8700656;f;;f;FRFMF;f;;f;f;;;;;;;;;;;;;;;;Бельвес;;;贝尔韦;urn:trainline:public:nloc:csv2802
2803;Issoudun Place de la Gare;issoudun-place-de-la-gare;8730464;;46.9500000000;2.0000000000;2818;FR;Europe/Paris;f;f;f;t;f;f;FRFMG;;t;;f;8700323;f;;f;;f;;f;;f;;f;8700323;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2803
2804;Villefranche-du-Périgord;villefranche-du-perigord;8759589;87595892;44.6270124;1.0490908;;FR;Europe/Paris;f;f;f;t;f;f;FRFMH;VPD;t;;f;8704856;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700657;f;;f;FRFMH;f;;f;f;;;;;;;;;;;;;;;;;;;佩里戈尔自由城;urn:trainline:public:nloc:csv2804
2805;Fourmies;fourmies;8729504;87295048;50.01541;4.05357;;FR;Europe/Paris;f;f;f;t;f;f;FRFMI;FMI;t;;f;8700240;f;;f;;f;;f;;f;;f;8700240;f;;f;;f;;;;f;;f;8700853;f;;f;FRFMI;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2805
2807;Reuilly;reuilly;8759703;87597039;47.0853677;2.0474783;;FR;Europe/Paris;f;f;f;t;f;f;FRFMK;REL;t;;f;8702323;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700694;f;;f;FRFMK;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2807
2808;Diou (Indre);diou-indre;8759704;87597047;47.0500000000;2.0500000000;;FR;Europe/Paris;f;f;f;t;f;f;FRFML;;t;;f;8702305;f;;f;;f;;f;;f;;f;8702305;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2808
2809;Ste-Lizaigne;ste-lizaigne;8759705;87597054;47.002251;2.0298004;;FR;Europe/Paris;f;f;f;t;f;f;FRFMM;XZG;t;;f;8702327;f;;f;;f;;f;;f;;f;8702327;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Сент-Лизень;;;圣利泽尼;urn:trainline:public:nloc:csv2809
2810;Issoudun;issoudun;8759706;87597062;46.948763;1.985834;2818;FR;Europe/Paris;f;t;f;t;f;f;FRFMN;ISK;t;;f;8702310;f;;f;;f;;f;;f;;f;8702310;f;;f;;f;;;;f;;f;8700498;f;;f;FRFMN;f;;f;f;;;;;;;;;;;;イスーダン;;;;Исудён;;;伊苏丹;urn:trainline:public:nloc:csv2810
2811;Neuvy-Pailloux;neuvy-pailloux;8759707;87597070;46.883564;1.8642473;;FR;Europe/Paris;f;f;f;t;f;f;FRFMO;NPO;t;;f;8702322;f;;f;;f;;f;;f;;f;8702322;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Нёви-Пайу;;;讷维佩卢;urn:trainline:public:nloc:csv2811
2813;Luant;luant;8759709;87597096;46.7357683;1.5901964;;FR;Europe/Paris;f;f;f;t;f;f;FRFMQ;LUK;t;;f;8702314;f;;f;;f;;f;;f;;f;8702314;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Люан;;;吕昂;urn:trainline:public:nloc:csv2813
2814;Lothiers;lothiers;8759710;87597104;46.6946801;1.5629763;;FR;Europe/Paris;f;f;f;t;f;f;FRFMR;LOT;t;;f;8702318;f;;f;;f;;f;;f;;f;8702318;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2814
2815;Chabenet;chabenet;8759711;87597112;46.6265259;1.5076773;;FR;Europe/Paris;f;f;f;t;f;f;FRFMS;CBQ;t;;f;8702302;f;;f;;f;;f;;f;;f;8702302;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2815
2816;Arc-les-Gray;arc-les-gray;8714330;87143305;47.4570110000;5.5854750000;;FR;Europe/Paris;f;f;f;t;f;f;FRFMU;;t;;f;8702675;f;;f;;f;;f;;f;;f;8702675;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Арк-ле-Гре;;;;urn:trainline:public:nloc:csv2816
2817;Éguzon;eguzon;8759715;87597153;46.4397694;1.5521707;;FR;Europe/Paris;f;f;f;t;f;f;FRFMV;EGU;t;;f;8702306;f;;f;;f;;f;;f;;f;8702306;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2817
2818;Issoudun;issoudun;;;46.9500000000;2.0000000000;;FR;Europe/Paris;t;f;f;f;f;f;FRFMW;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;イスーダン;;;;Исудён;;;伊苏丹;urn:trainline:public:nloc:csv2818
2819;Montierchaume;montierchaume;;;46.8666670000;1.7666670000;;FR;Europe/Paris;t;f;f;f;f;f;FRFMY;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Монтьешом;;;蒙蒂耶尔绍姆;urn:trainline:public:nloc:csv2819
2820;Villedieu-sur-Indre;villedieu-sur-indre;8759736;87597369;46.843435;1.529469;;FR;Europe/Paris;f;f;f;t;f;f;FRFNB;;t;;f;8704851;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Вильдье-сюр-Эндр;;;安德尔河畔维莱迪厄;urn:trainline:public:nloc:csv2820
2822;Buzançais;buzancais;8759737;87597377;46.885150209934594;1.4185291528701782;;FR;Europe/Paris;f;t;f;t;f;f;FRFND;;t;;f;8702944;f;;f;;f;;f;;f;;f;8702944;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Бюзансе;;;比藏赛;urn:trainline:public:nloc:csv2822
2823;Clion-sur-Indre;clion-sur-indre;8759740;87597401;46.934811;1.232376;;FR;Europe/Paris;f;f;f;t;f;f;FRFNF;;t;;f;8703123;f;;f;;f;;f;;f;;f;8703123;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2823
2824;Châtillon-sur-Indre;chatillon-sur-indre;8759741;87597419;46.98618834500496;1.172742247581482;;FR;Europe/Paris;f;f;f;f;f;f;FRFNG;;f;;f;8703069;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Шатийон-сюр-Эндр;;;安德尔河畔沙蒂隆;urn:trainline:public:nloc:csv2824
2825;Nîmes Gare;nimes-gare;8777500;87775007;43.832291;4.365845;22600;FR;Europe/Paris;f;f;f;f;f;f;FRFNI;NMS;t;FNI;t;8700151;f;;f;;f;;f;;f;;f;;f;FNI;t;8777500;f;;;;f;;f;;f;;f;FRFNI;f;;f;t;;;;;;;;;;;;ニーム;님;;;Ним;;;尼姆;urn:trainline:public:nloc:csv2825
2827;Verneuil—St-Germain;verneuil-st-germain;8759744;87597443;47.069964;1.054749;;FR;Europe/Paris;f;f;f;f;f;f;FRFNK;;f;;f;8705197;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2827
2830;Marsac (Creuse);marsac-creuse;8759762;87597625;46.0941348;1.585556;;FR;Europe/Paris;f;f;f;t;f;f;FRFNO;MRR;t;;f;8703921;f;;f;;f;;f;;f;;f;8703921;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2830
2831;Vieilleville;vieilleville;8759763;87597633;46.0910959;1.6736439;;FR;Europe/Paris;f;f;f;t;f;f;FRFNP;VVL;t;;f;8704836;f;;f;;f;;f;;f;;f;8704836;f;;f;;f;;;;f;;f;8700271;f;;f;FRFNP;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2831
2832;Bourganeuf;bourganeuf;8759766;87597666;45.9500000000;1.7500000000;;FR;Europe/Paris;f;f;f;t;f;f;FRFNQ;;t;;f;8702889;f;;f;;f;;f;;f;;f;8702889;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ブルガヌフ;;;;Бурганёф;;;布尔加纳;urn:trainline:public:nloc:csv2832
2833;Montaigut;montaigut;8759767;87597674;46.1367425;1.7339815;;FR;Europe/Paris;f;f;f;t;f;f;FRFNR;MUF;t;;f;8704018;f;;f;;f;;f;;f;;f;8704018;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2833
2834;Ste-Anastasie;ste-anastasie;8764560;87645606;45.1666670000;2.9833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFNS;;t;;f;8704964;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2834
2835;Parsac—Gouzon;parsac-gouzon;8759772;87597724;46.1986154;2.1744416;;FR;Europe/Paris;f;f;f;t;f;f;FRFNV;PCG;t;;f;8704188;f;;f;;f;;f;;f;;f;8704188;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2835
2836;Allanche;allanche;8764561;87645614;45.2333330000;2.9333330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFNW;;t;;f;8702642;f;;f;;f;;f;;f;;f;8702642;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Алланш;;;阿朗克;urn:trainline:public:nloc:csv2836
2837;Lavaufranche;lavaufranche;8759774;87597740;46.3212869;2.2700972;;FR;Europe/Paris;f;f;f;t;f;f;FRFNX;LVF;t;;f;8703676;f;;f;;f;;f;;f;;f;8703676;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2837
2838;Firminy;firminy;8772672;87726729;45.391625;4.286430;;FR;Europe/Paris;f;f;f;t;f;f;FRFNY;FNY;t;;f;8703317;f;;f;;f;;f;;f;;f;8703317;f;;f;;f;;;;f;;f;8700487;f;;f;FRFNY;f;;f;f;;;;;;;;;;;;;;;;;;;菲尔米尼;urn:trainline:public:nloc:csv2838
2839;Lavaveix-les-Mines;lavaveix-les-mines;8759778;87597781;46.0795307;2.0890801;;FR;Europe/Paris;f;f;f;t;f;f;FRFOA;LXM;t;;f;8703678;f;;f;;f;;f;;f;;f;8703678;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2839
2840;Aubusson;aubusson;8759782;87597823;45.9596691;2.1617231;5604;FR;Europe/Paris;f;t;f;t;f;f;FRFOE;AOO;t;;f;8702712;f;;f;;f;;f;;f;;f;8702712;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Обисон;;;;urn:trainline:public:nloc:csv2840
2841;Landeyrat;landeyrat;8711017;87110171;45.3000000000;2.8833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRFOF;;t;;f;8703642;f;;f;;f;;f;;f;;f;8703642;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2841
2842;Felletin;felletin;8759784;87597849;45.8864021;2.169543;;FR;Europe/Paris;f;f;f;t;f;f;FRFOG;FEL;t;;f;8703308;f;;f;;f;;f;;f;;f;8703308;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Фельтен;;;费勒坦;urn:trainline:public:nloc:csv2842
2843;Croze;croze;8759785;87597856;45.81740;2.16254;;FR;Europe/Paris;f;f;f;t;f;f;FRFOH;;t;;f;8703191;f;;f;;f;;f;;f;;f;8703191;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2843
2844;Franois;franois;8771830;87718304;47.2273609;5.937498;;FR;Europe/Paris;f;f;f;t;f;f;FRFOI;FOI;t;;f;8702510;f;;f;;f;;f;;f;;f;8702510;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2844
2845;Clairavaux;clairavaux;8759786;87597864;45.7833330000;2.1666670000;;FR;Europe/Paris;f;f;f;t;f;f;FRFOJ;;t;;f;8703113;f;;f;;f;;f;;f;;f;8703113;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2845
2847;Folligny;folligny;8744764;87447649;48.8299461;-1.4072231;;FR;Europe/Paris;f;f;f;t;f;f;FRFOL;FOL;t;;f;8700218;f;;f;;f;;f;;f;;f;8700218;f;;f;;f;;;;f;;f;8700758;f;;f;FRFOL;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2847
2848;Le Locle Col des Roches;le-locle-col-des-roches;8759821;87598219;;;4655;CH;Europe/Zurich;f;f;f;f;f;f;FRFOP;;f;;f;8504317;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv2848
2850;Fougères;fougeres;8747160;87471607;48.35043120511249;-1.1955785751342771;;FR;Europe/Paris;f;f;f;t;f;f;FRFOU;;t;;f;8703342;f;gbx5h9;t;FRFOU;t;;f;;f;;f;8703342;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;フージェール;푸제르;;;Фужер;;;富热尔;urn:trainline:public:nloc:csv2850
